21:46:15, 20.7,69.0
21:46:19, 20.6,69.0
21:46:22, 20.5,68.0
21:46:25, 20.4,68.0
21:46:28, 20.3,68.0
21:46:32, 20.2,68.0
21:46:35, 20.1,68.0
21:46:38, 20.0,68.0
21:46:41, 19.9,67.0
21:46:45, 19.7,67.0
21:46:48, 19.7,67.0
21:46:51, 19.5,67.0
21:46:54, 19.4,66.0
21:46:58, 19.3,66.0
21:47:01, 19.2,66.0
21:47:04, 19.1,66.0
21:47:07, 19.0,66.0
21:47:11, 18.9,66.0
21:47:14, 18.8,65.0
21:47:17, 18.7,65.0
21:47:20, 18.6,65.0
21:47:24, 18.5,65.0
21:47:27, 18.4,65.0
21:47:30, 18.3,64.0
21:47:33, 18.2,64.0
21:47:37, 18.2,64.0
21:47:40, 18.1,64.0
21:47:43, 18.0,64.0
21:47:46, 18.0,64.0
21:47:50, 18.0,64.0
21:47:53, 17.9,64.0
21:47:56, 17.8,64.0
21:47:59, 17.8,64.0
21:48:03, 17.8,64.0
21:48:06, 17.7,63.0
21:48:09, 17.6,63.0
21:48:12, 17.6,63.0
21:48:16, 17.6,63.0
21:48:19, 17.5,63.0
21:48:22, 17.5,63.0
21:48:25, 17.5,63.0
21:48:29, 17.5,63.0
21:48:32, 17.4,63.0
21:48:35, 17.4,63.0
21:48:38, 17.4,63.0
21:48:42, 17.3,63.0
21:48:45, 17.3,63.0
21:48:48, 17.2,62.0
21:48:51, 17.2,62.0
21:48:55, 17.2,62.0
21:48:58, 17.2,62.0
21:49:01, 17.1,62.0
21:49:04, 17.0,62.0
21:49:08, 17.0,62.0
21:49:11, 17.0,62.0
21:49:14, 16.9,62.0
21:49:17, 16.9,62.0
21:49:21, 16.9,62.0
21:49:24, 16.8,62.0
21:49:27, 16.8,62.0
21:49:30, 16.8,62.0
21:49:34, 16.8,62.0
21:49:37, 16.8,62.0
21:49:40, 16.7,62.0
21:49:43, 16.7,62.0
21:49:47, 16.7,62.0
21:49:50, 16.6,61.0
21:49:53, 16.6,61.0
21:49:57, 16.6,61.0
21:50:00, 16.5,61.0
21:50:03, 16.5,61.0
21:50:06, 16.5,61.0
21:50:10, 16.5,61.0
21:50:13, 16.4,61.0
21:50:16, 16.4,61.0
21:50:19, 16.4,61.0
21:50:23, 16.4,61.0
21:50:26, 16.4,61.0
21:50:29, 16.4,61.0
21:50:32, 16.4,61.0
21:50:36, 16.4,61.0
21:50:39, 16.4,61.0
21:50:42, 16.3,61.0
21:50:45, 16.3,61.0
21:50:49, 16.3,61.0
21:50:52, 16.3,61.0
21:50:55, 16.3,61.0
21:50:58, 16.2,61.0
21:51:02, 16.2,61.0
21:51:05, 16.2,61.0
21:51:08, 16.2,61.0
21:51:14, 16.1,60.0
21:51:17, 16.1,60.0
21:51:20, 16.1,60.0
21:51:23, 16.1,60.0
21:51:27, 16.1,60.0
21:51:30, 16.1,60.0
21:51:33, 16.1,60.0
21:51:36, 16.1,60.0
21:51:40, 16.0,60.0
21:51:43, 16.1,60.0
21:51:46, 16.2,61.0
21:51:49, 16.5,61.0
21:51:53, 17.0,62.0
21:51:56, 17.5,63.0
21:51:59, 18.2,64.0
21:52:02, 18.8,65.0
21:52:06, 19.4,66.0
21:52:09, 19.7,67.0
21:52:12, 20.1,68.0
21:52:15, 20.5,68.0
21:52:19, 20.6,69.0
21:52:22, 20.9,69.0
21:52:25, 21.0,69.0
21:52:28, 21.1,69.0
21:52:32, 21.2,70.0
21:52:35, 21.4,70.0
21:52:38, 21.4,70.0
21:52:41, 21.5,70.0
21:52:45, 21.5,70.0
21:52:48, 21.5,70.0
21:52:51, 21.6,70.0
21:52:54, 21.6,70.0
21:52:58, 21.7,71.0
21:53:01, 21.7,71.0
21:53:04, 21.7,71.0
21:53:07, 21.7,71.0
21:53:11, 21.7,71.0
21:53:14, 21.8,71.0
21:53:17, 21.8,71.0
21:53:20, 21.8,71.0
21:53:24, 21.8,71.0
21:53:27, 21.8,71.0
21:53:30, 21.8,71.0
21:53:33, 21.9,71.0
21:53:36, 21.9,71.0
21:53:40, 21.9,71.0
21:53:43, 21.9,71.0
21:53:46, 21.9,71.0
21:53:49, 21.9,71.0
21:53:53, 22.0,72.0
